가맹점명,서울페이앱분류업종,자치구명,기본주소
현대종합동물병원,반려동물,강북구,서울특별시 강북구 노해로 94
프라힐리,레저/스포츠,동대문구,"서울 동대문구 답십리로 287,"
금강태권도장,교육/서점,노원구,"서울 노원구 화랑로51길 78,"
씨유(CU) 등촌보보카운티점,마트/슈퍼마켓,강서구,서울특별시 강서구 공항대로 509
수이비인후과의원,병원/약국,동대문구,"서울 동대문구 답십리로 305,"
올가드림뷰티,뷰티/미용,성북구,서울특별시 성북구 종암로21가길 14
주식회사  체인지레이디,의류/직물,성동구,서울특별시 성동구 왕십리로24나길 20
금이쌀롱,뷰티/미용,강동구,서울특별시 강동구 상암로 171
용산한맥프라임학원,교육/서점,용산구,"서울 용산구 신흥로 72,"
선비꼬마김밥 경희궁자이점,음식점,종로구,서울특별시 종로구 경교장길 35
중부시장납세조합,식품,중구,서울 중구 을지로36길 18
형제상회,의류/직물,강동구,서울 강동구 상암로11길 17
깡순이신쭈꾸미,음식점,종로구,"서울 종로구 자하문로1길 9,"
이두부야 창동점,식품,도봉구,서울특별시 도봉구 노해로63다길 29
커피하이,음식점,동대문구,"서울 동대문구 경희대로1가길 34,"
엘리트태권도,교육/서점,서초구,서울특별시 서초구 사임당로 115
씨유(CU) 금천조일점,마트/슈퍼마켓,금천구,서울특별시 금천구 시흥대로148길 54
주식회사 레인보우 일팔칠이,레저/스포츠,영등포구,서울특별시 영등포구 국제금융로6길 33
머리놀이터,뷰티/미용,중랑구,"서울 중랑구 봉화산로3길 82,"
부용  온누리  약국,병원/약국,노원구,"서울 노원구 덕릉로73길 18,"
용인대  미르  태권도장,교육/서점,노원구,"서울 노원구 초안산로 19,"
골목칼국수,음식점,금천구,서울특별시 금천구 독산로77길 12
블루클럽,뷰티/미용,금천구,"서울 금천구 가산디지털1로 168,"
"소원부동산공인중개사사무소(도장,명함)",생활,강동구,"서울 강동구 천호대로 1177,"
한진미용상사,뷰티/미용,성동구,서울특별시 성동구 왕십리로 322
필수학과학학원,교육/서점,도봉구,"서울 도봉구 시루봉로 59,"
(주)카앤텍,자동차정비/용품,성동구,서울  성동구  성수일로  80-7
포마토김밥,음식점,영등포구,서울특별시 영등포구 영등포로 33
파리바게뜨 카페 선릉,제과점/커피,강남구,서울특별시 강남구 선릉로 517
국수나무 선유도역점,음식점,영등포구,서울특별시 영등포구 양평로24길 9
대산정육점,식품,금천구,서울특별시 금천구 금하로25길 27
슈어무드,뷰티/미용,강서구,서울특별시 강서구 공항대로 195
이마트24 홍제래미안점,마트/슈퍼마켓,서대문구,서울특별시 서대문구 통일로 319
스위트벙커(sweet bunker),뷰티/미용,금천구,"서울 금천구 벚꽃로 298,"
중앙식자재마트,마트/슈퍼마켓,관악구,서울  관악구  신림로23길
호랑이 도토리,음식점,성동구,"서울 성동구 왕십리로21길 9,"
퍼플스터디카페,문화/예술,금천구,서울특별시 금천구 시흥대로 177
센스피부과의원,뷰티/미용,송파구,서울  송파구  잠실6동
영진상회,식품,구로구,서울특별시 구로구 고척로30길 13-14
오후의테라피,뷰티/미용,강북구,서울  강북구  한천로  1122-1
청담동마녀김밥,음식점,서초구,서울특별시 서초구 효령로31길 68
와이주,음식점,광진구,서울특별시 광진구 능동로 68
웅이네,음식점,서대문구,서울 서대문구 신촌역로 13-1
카츠미홍대본점,음식점,마포구,서울특별시 마포구 어울마당로 51
이즈의원,병원/약국,강남구,"서울 강남구 테헤란로 121,"
주식회사 락랜드,레저/스포츠,강북구,서울특별시 강북구 도봉로 315
와인파크 역삼점,기타,강남구,서울특별시 강남구 테헤란로 152
무지개,제과점/커피,서대문구,서울특별시 서대문구 가좌로 65 1층
쥬니헤어,뷰티/미용,금천구,"서울 금천구 독산로 298-1,"
나주댁육회,음식점,종로구,서울 종로구 종로32길 5
마이엠수학학원,교육/서점,노원구,"서울 노원구 섬밭로 263 ,"
쥬빌리,의류/직물,강동구,서울특별시 강동구 성내로18길 17
에그 맛있다,음식점,용산구,서울특별시 용산구 청파로45길 39
네이처컬렉션,뷰티/미용,노원구,서울특별시 노원구 석계로 104
방화병원,병원/약국,강서구,서울 강서구 양천로 92
김치콩나물삼겹살,음식점,도봉구,서울특별시 도봉구 우이천로20길 8
매쓰 더퍼스트학원,교육/서점,강북구,"서울 강북구 도봉로50길 16,"
메이트리(MAYTREE),의류/직물,구로구,서울특별시 구로구 새말로 97
부산간짜장,음식점,금천구,서울특별시 금천구 가산디지털1로 181
로고스 한의원,병원/약국,서초구,"서울 서초구 동광로15길 3,"
황제해물짬뽕,음식점,도봉구,서울특별시 도봉구 마들로 682
비비디미술학원,교육/서점,강남구,서울특별시 강남구 언주로7길 6
으뜸50안경(서대문영천시장점),패션/잡화,서대문구,서울특별시 서대문구 통일로 175
그로잉영어,교육/서점,강북구,서울특별시 강북구 한천로159길 8
이마트24 묵동자이점,마트/슈퍼마켓,중랑구,서울특별시 중랑구 숙선옹주로 6-9
금옥이네,마트/슈퍼마켓,강북구,"서울 강북구 노해로17길 21,"
그릴진,음식점,동작구,서울특별시 동작구 동작대로27다길 31
동백축산,식품,구로구,서울특별시 구로구 천왕로 36
갤러리약국,병원/약국,송파구,"서울 송파구 올림픽로 212,"
015안경,패션/잡화,송파구,"서울 송파구 송파대로 408,"
히트커피로스터스 서교,제과점/커피,마포구,서울특별시 마포구 동교로 146
테이큰커피,음식점,광진구,"서울 광진구 능동로13길 64,"
수제돈까스,음식점,송파구,"서울 송파구 석촌호수로12길 16,"
여봉닭발 길동점,음식점,강동구,서울특별시 강동구 진황도로47길 55
세레나 영어학원,교육/서점,강북구,"서울 강북구 도봉로 166,"
믿음안경,패션/잡화,중구,서울특별시 중구 남대문시장4길 33-1
아이큐 성형외과의원,병원/약국,강남구,서울특별시 강남구 테헤란로 107
경희수약국,병원/약국,강동구,"서울 강동구 동남로 881,"
신정꽃집,원예/농업,양천구,서울특별시 양천구 오목로34길 6-14
콩헤어,뷰티/미용,중랑구,서울특별시 중랑구 신내로 126
짬뽕에 진심을 더하다 진짬뽕,음식점,은평구,서울특별시 은평구 불광로 120
GS25 종로청진점,마트/슈퍼마켓,종로구,"서울 종로구 종로 19 ,"
짐크리버,악기,마포구,"서울 마포구 방울내로 67,"
피자스쿨 광장점,음식점,광진구,서울특별시 광진구 아차산로 499
네일하다(nailhada),뷰티/미용,강동구,서울특별시 강동구 고덕로 399
하하헤어샵,뷰티/미용,마포구,서울특별시 마포구 월드컵로25길 26
모아드,뷰티/미용,광진구,"서울 광진구 군자로 4,"
라비에벨 발레 아카데미,교육/서점,송파구,서울특별시 송파구 송파대로 392
북가좌1해법수학영어학원,교육/서점,서대문구,"서울 서대문구 거북골로 192,"
얼음왕국 원더랜드 312호,마트/슈퍼마켓,성북구,서울특별시 성북구 보국문로8길 9
하얀세탁,생활,은평구,서울  은평구  갈현2동
여우애 김밥,음식점,동대문구,서울특별시 동대문구 고산자로 399
짬뽕마을,음식점,금천구,서울특별시 금천구 시흥대로 471
임포리움코리아(주),음식점,종로구,서울 종로구 자하문로 9
명품황소곱창,음식점,종로구,서울특별시 종로구 삼일대로19길 28
서울VIP요양병원,병원/약국,구로구,서울특별시 구로구 경인로 297
수학여우 암사롯데캐슬아파트점 수학교습소,교육/서점,강동구,서울특별시 강동구 고덕로 133
한마음정육식당은평구청점,음식점,은평구,서울특별시 은평구 서오릉로 6
원조칼국수,음식점,성북구,서울특별시 성북구 종암로 113
서울온누리약국,병원/약국,강남구,서울 강남구 대치4동
삼년의약속,교육/서점,양천구,"서울 양천구 목동동로 385,"
(주)늘푸른제이에스,마트/슈퍼마켓,구로구,서울특별시 구로구 개봉로3길 9
영등포청담어학원,교육/서점,영등포구,서울특별시 영등포구 가마산로 511
클루  CLUE,음식점,은평구,서울  은평구  응암4동
금천자동차검사·정비센타,자동차정비/용품,금천구,서울 금천구 시흥대로27길 26
한림육가공판매장(봉화산역점),식품,중랑구,서울특별시 중랑구 신내로 211
피자블럭,음식점,관악구,서울특별시 관악구 쑥고개로 3
팰리스약국,병원/약국,마포구,"서울 마포구 마포대로 143,"
한국문화센터 사당지부,패션/잡화,동작구,"서울 동작구 동작대로33가길 8,"
은평커피상회,제과점/커피,은평구,서울특별시 은평구 갈현로 290-1
화이트아떼(WHITE ATE),음식점,노원구,"서울 노원구 노원로26길 69,"
형제수산,식품,강동구,서울 강동구 암사동 501-18
옛촌매운갈비찜,음식점,송파구,"서울 송파구 백제고분로41길 6,"
진양반갈비(성내점),음식점,강동구,서울특별시 강동구 풍성로 90
루미의원,병원/약국,송파구,서울특별시 송파구 백제고분로 204
한국인삼공사여의도전시판매장,마트/슈퍼마켓,영등포구,"서울 영등포구 여의대방로 394,"
제일마취과의원,병원/약국,양천구,서울 양천구 중앙로 275
전복한상,음식점,노원구,"서울 노원구 한글비석로1길 27,"
하날살롱,뷰티/미용,강서구,"서울 강서구 우장산로2길 45,"
더쌤영어학원,교육/서점,성동구,서울특별시 성동구 고산자로 160
리틀방콕고덕점,음식점,강동구,"서울 강동구 동남로79길 26,"
B#(비샾),뷰티/미용,강북구,"서울 강북구 오패산로30길 37,"
샌드리치,음식점,금천구,서울 금천구 가산디지털1로 186
브라운 합주실,문화/예술,마포구,서울특별시 마포구 어울마당로5길 17
현아네일,뷰티/미용,송파구,서울특별시 송파구 송파대로 345
세븐일레븐 암사햇살점,마트/슈퍼마켓,강동구,서울 강동구 구천면로47가길 33
도심공항약국,병원/약국,강남구,서울  강남구  테헤란로87길
토석,식품,은평구,서울특별시 은평구 응암로4길 23-4
신나라김밥,음식점,강서구,서울 강서구 초록마을로18길 44
굿모닝치과의원,병원/약국,중랑구,서울 중랑구 동일로 909
위드키즈,레저/스포츠,강서구,서울특별시 강서구 양천로67길 99
아이토피아안경원,패션/잡화,송파구,"서울 송파구 올림픽로 130,"
스트릿1988 중곡점,음식점,광진구,서울특별시 광진구 면목로 128
씨유목동먹자촌점,마트/슈퍼마켓,강서구,"서울 강서구 곰달래로60가길 4,"
비씨씨주니어 어학원,교육/서점,서초구,서울특별시 서초구 남부순환로323길 25
오징어광장,음식점,강남구,서울특별시 강남구 개포로 220
우리마트,마트/슈퍼마켓,노원구,서울특별시 노원구 동일로196길 27-2
포도 을지로점,마트/슈퍼마켓,중구,서울특별시 중구 수표로 48-7
한방전주콩나물국밥 시흥점,음식점,금천구,서울특별시 금천구 독산로 49
펀비어킹,음식점,마포구,서울특별시 마포구 도화길 24-1
(주)라크루뜨,제과점/커피,강서구,서울특별시 강서구 공항대로 237
블랙헤어센스,뷰티/미용,금천구,서울 금천구 독산로50길 108
하이츠방배캠퍼스,교육/서점,서초구,"서울 서초구 방배로 204,"
지에스(GS)25 금천주원점,마트/슈퍼마켓,금천구,서울특별시 금천구 시흥대로123길 47
은숙이네 칼국수,음식점,중랑구,"서울 중랑구 동일로121길 92,"
여의도미소약국,병원/약국,영등포구,서울특별시 영등포구 국제금융로6길 30
르레브,숙박,강북구,서울특별시 강북구 덕릉로26길 16
으뜸50안경(중계점),패션/잡화,노원구,"서울 노원구 섬밭로 263,"
전주순대,음식점,강남구,"서울 강남구 테헤란로69길 10,"
병규네 부대찌개,음식점,구로구,서울 구로구 오류로8길 87
개봉칼국수,음식점,구로구,서울 구로구 개봉로16길 41
GS25 서강은혜점,마트/슈퍼마켓,마포구,"서울 마포구 신수로 100,"
크린아트,생활,중랑구,서울 중랑구 겸재로 115
대영약국,병원/약국,송파구,서울특별시 송파구 강동대로 74
어멍서울곱창,음식점,송파구,서울특별시 송파구 백제고분로32길 3
박공헤어 금호점,뷰티/미용,성동구,서울특별시 성동구 장터길 28
언니김밥,음식점,양천구,서울특별시 양천구 중앙로36길 32
솔리드옵티크 BY 안경매니저,패션/잡화,동작구,"서울 동작구 흑석로 105,"
네일사랑,뷰티/미용,노원구,서울특별시 노원구 마들로 31
로애플라워즈,원예/농업,성북구,서울특별시 성북구 동소문로20다길 2
에센셜커피 무교점,음식점,중구,"서울 중구 다동길 16,"
목포세발낙지,음식점,중구,"서울 중구 남대문로9길 20,"
청평 더덕 쭈꾸미,음식점,노원구,서울특별시 노원구 한글비석로20길 15-10
돈장군 주먹고기,음식점,금천구,"서울 금천구 시흥대로56길 17,"
이현선피부관리,뷰티/미용,성북구,"서울 성북구 아리랑로5길 45,"
일이육,음식점,광진구,서울특별시 광진구 광나루로39길 11
본죽(불광점),음식점,은평구,서울 은평구 불광로 40
연헤어,뷰티/미용,구로구,서울 구로구 경서로 15
(주)에이치디프라자,가전,관악구,서울 관악구 남부순환로 1659
가락식품,마트/슈퍼마켓,송파구,"서울 송파구 양재대로 932,"
분식명가 쌍문동 꼬마김밥,음식점,도봉구,서울특별시 도봉구 도봉로113길 38
봉구네 손톱가게,뷰티/미용,송파구,"서울 송파구 가락로 140,"
구가네홍어,음식점,광진구,"서울 광진구 뚝섬로25길 16,"
오다,음식점,강남구,"서울 강남구 도산대로89길 18,"
동진인쇄사,기타,영등포구,서울 영등포구 당산로 114
낙지한마리  수제비,음식점,영등포구,"서울 영등포구 국회대로72길 11,"
수락수산,음식점,노원구,"서울 노원구 동일로245길 7,"
매쓰플러스수학학원,교육/서점,노원구,"서울 노원구 한글비석로 227,"
명문온누리약국,병원/약국,동대문구,서울특별시 동대문구 사가정로 225
하와이꽃집,원예/농업,강서구,서울특별시 강서구 강서로 261
세븐일레븐M대림역2호점,마트/슈퍼마켓,구로구,서울  구로구  구로동
성북동메밀수제비,음식점,성북구,서울  성북구  성북2동
네온스무디,음식점,강남구,서울특별시 강남구 선릉로157길 31
모이소한마리 정육식당,음식점,종로구,서울특별시 종로구 종로 110-1
피자스쿨 신림6동점,음식점,관악구,서울특별시 관악구 신림로 141
더치킨,음식점,종로구,"서울 종로구 종로 19,"
대학칼국수,음식점,강서구,서울특별시 강서구 까치산로 136
해안사골순댓국(강남역삼본점),음식점,강남구,서울특별시 강남구 테헤란로10길 18
진로할인마트,마트/슈퍼마켓,관악구,서울특별시 관악구 난곡로78길 52
선정릉약국,병원/약국,강남구,"서울 강남구 봉은사로 327,"
용인대 국가대표 태권도장,교육/서점,강서구,"서울 강서구 마곡중앙5로 81,"
소소돌방,생활,서대문구,"서울 서대문구 이화여대길 82,"
이삭토스트 화곡역점,음식점,강서구,서울특별시 강서구 화곡로 154
후타츠 용산점,음식점,용산구,"서울 용산구 한강대로52길 25 ,"
안경메디칼,패션/잡화,노원구,"서울 노원구 노원로1길 9,"
건대우동집,음식점,광진구,서울특별시 광진구 자양로 116
마포화곱창신림점,음식점,관악구,서울특별시 관악구 신림동길 32
우드스푼,음식점,강남구,서울특별시 강남구 논현로85길 33
GS25 방배래미안점,마트/슈퍼마켓,서초구,"서울 서초구 효령로4길 56-16,"
유레카보습학원,교육/서점,동대문구,"서울 동대문구 장한로32길 13,"
홍콩반점0410 보라매공원점,음식점,동작구,서울특별시 동작구 보라매로5가길 16
크린에이드 광진구의점,생활,광진구,서울특별시 광진구 자양로 149
정성약국,병원/약국,중구,서울 마포구 만리재로 133
온누리대산약국,병원/약국,관악구,서울  관악구  신림8동
마:성산,음식점,마포구,서울특별시 마포구 월드컵로34길 20
싱싱한 생선나라,식품,중랑구,서울특별시 중랑구 봉우재로14길 8
이알씨독서클럽영어교습소,교육/서점,성동구,서울특별시 성동구 상원길 65
리춘시장 대학로 CGV점,음식점,종로구,서울특별시 종로구 대학로 143
지에스(GS)25 신대방노블점,마트/슈퍼마켓,관악구,서울특별시 관악구 난곡로 332
양천그린약국,병원/약국,양천구,서울특별시 양천구 신월로 338
교촌치킨 연남점,음식점,마포구,"서울 마포구 연남로 45,"
(주)써브웨이 강남역점,음식점,강남구,서울특별시 강남구 강남대로96길 12
은평탁구체육관,레저/스포츠,은평구,"서울 은평구 연서로29길 22,"
반포래미안해법수학교습소,교육/서점,서초구,"서울 서초구 신반포로 100,"
동양세탁소,생활,동대문구,서울특별시 동대문구 천장산로7길 19
쌀과 밀,음식점,은평구,서울특별시 은평구 백련산로 38
새벽집,음식점,서대문구,서울특별시 서대문구 모래내로13길 29
왕김밥,음식점,광진구,서울특별시 광진구 아차산로 325
솔바이올린학원,교육/서점,서초구,서울특별시 서초구 서초대로 308
소문난 떡집,식품,노원구,"서울 노원구 동일로180길 33,"
몽슈슈 강아지,반려동물,은평구,서울특별시 은평구 연서로 455
창의교육보습학원,교육/서점,광진구,"서울 광진구 구의강변로 106,"
광덕안정한방병원,병원/약국,서초구,서울특별시 서초구 강남대로 309
포레샤인 영어 교습소,교육/서점,송파구,서울특별시 송파구 위례순환로 478
뉴타운할인공판장,마트/슈퍼마켓,구로구,"서울 구로구 개봉로3길 41,"
속초건어물,식품,은평구,서울 은평구 갈현로 38
피자스쿨세종대점,음식점,광진구,서울 광진구 군자로 82
펫싸롱,반려동물,도봉구,서울특별시 도봉구 도봉로110길 39-9
아이스프링카페,제과점/커피,서대문구,서울특별시 서대문구 연희로32길 19 1층
고봉밥상,음식점,강남구,서울특별시 강남구 테헤란로 147
더 봄(더 새봄),음식점,강북구,서울특별시 강북구 인수봉로78길 19
국제  양말  스타킹,의류/직물,중랑구,서울  중랑구  면목로74길  13
연세장안과의원,병원/약국,서대문구,"서울 서대문구 수색로 56,"
착한미용실원투쓰리,뷰티/미용,관악구,서울특별시 관악구 남부순환로 1620
보미해장국,음식점,용산구,서울특별시 용산구 청파로47길 20-2
바시필라테스 마곡점,레저/스포츠,강서구,서울특별시 강서구 마곡서로 56
질리,음식점,마포구,서울특별시 마포구 동교로38길 23
성모진마취통증의학과의원,병원/약국,영등포구,"서울 영등포구 당산로 133,"
김민영미용실,뷰티/미용,성북구,서울  성북구  돈암동
망향비빔국수,음식점,동대문구,서울특별시 동대문구 한천로 103
바우네나주곰동(묵동점),레저/스포츠,중랑구,서울 중랑구 공릉로 60
과일101,식품,종로구,"서울특별시 종로구 지봉로 101 ,1층"
GS25 여의KTB,마트/슈퍼마켓,영등포구,서울특별시 영등포구 여의대로 66
세븐일레븐 문정홈즈타워점,마트/슈퍼마켓,송파구,서울특별시 송파구 정의로7길 6
크린토피아(월계롯데캐슬점),생활,노원구,서울  노원구  월계동
락휴 코인노래연습장 신촌명물거리점,기타,서대문구,서울특별시 서대문구 명물길 23
사당 유도관,교육/서점,동작구,"서울 동작구 사당로 231,"
서대문 논술학당,교육/서점,서대문구,서울특별시 서대문구 세검정로1길 95
별빛약국,병원/약국,마포구,"서울 마포구 동교로27길 8,"
솔레미오,음식점,송파구,"서울 송파구 마천로7길 5,"
맛닭꼬시흥점,음식점,금천구,"서울 금천구 금하로23길 19,"
(용문동헬스장)용산구시설관리공단,레저/스포츠,용산구,"서울 용산구 새창로12길 13,"
앤수학영어학원,교육/서점,광진구,서울특별시 광진구 자양로9길 77
솔시카고피자,음식점,동작구,서울특별시 동작구 신대방1가길 38
중앙의료기,기타,동작구,서울 동작구 서달로 155
랭키즈(Langkids),교육/서점,용산구,"서울 용산구 후암로 33,"
데일리플라워,원예/농업,강서구,"서울 강서구 양천로 470,"
현대젓갈,식품,중구,서울특별시 중구 을지로32길 12
점프업,음식점,마포구,서울특별시 마포구 성산로 128
1헤어,뷰티/미용,은평구,서울특별시 은평구 연서로13길 17
지에스(GS)25목동호반써밋점,마트/슈퍼마켓,양천구,서울특별시 양천구 중앙로29길 11
싱싱수산,식품,성북구,서울 성북구 정릉4동
봉명동 내커피 노원점,음식점,노원구,서울특별시 노원구 상계로7길 13
돌담집,음식점,종로구,"서울 종로구 새문안로3길 12,"
지에스(GS)25 구로동양,마트/슈퍼마켓,구로구,"서울 구로구 시흥대로163길 25,"
육십(60)계치킨 제기동역점,음식점,동대문구,서울특별시 동대문구 정릉천동로 58
에이그레이트카페,음식점,성동구,서울특별시 성동구 아차산로 144
모모카,음식점,종로구,서울특별시 종로구 새문안로5길 19
신한약국,병원/약국,동대문구,서울 동대문구 장한로 170
아름다운 세상,뷰티/미용,양천구,"서울 양천구 남부순환로40길 26,"
이쌤창의수학교습소,교육/서점,동대문구,서울특별시 동대문구 장안벚꽃로 107
파리바게뜨 성동구민회관,제과점/커피,성동구,서울특별시 성동구 고산자로6길 40
추사랑홍대기한의원,병원/약국,송파구,서울  송파구  잠실동
커피레디,음식점,용산구,서울특별시 용산구 원효로 186-1
프로젝트뮤(슈퍼바이크),기타,동작구,서울 동작구 등용로 102
군자교,음식점,광진구,서울특별시 광진구 군자로 140
누리에  헤어,뷰티/미용,관악구,서울  관악구  관악로  285
왁스온 왁싱살롱 반포점,기타,서초구,서울특별시 서초구 반포대로 287
북촌한식뷔페,음식점,종로구,"서울 종로구 북촌로 3,"
지공스터디카페 개봉2호점,문화/예술,구로구,서울특별시 구로구 개봉로3길 51
연 아트 플레이스,교육/서점,중랑구,서울 중랑구 신내로 49-2
외계인 방앗간 영등포점,제과점/커피,영등포구,서울특별시 영등포구 국회대로54길 10
삼순이바지락칼국수,음식점,영등포구,"서울 영등포구 양산로7길 3,"
메이크커피(make coffee),음식점,강남구,서울  강남구  강남대로94길  27
네일살롱,뷰티/미용,도봉구,"서울 도봉구 노해로70길 81,"
꽃분이손두부,음식점,동대문구,서울특별시 동대문구 무학로26길 15
우리바다생태찌개,음식점,서초구,서울특별시 서초구 반포대로24길 82
혜인약국,병원/약국,관악구,서울  관악구  봉천동
배스킨라빈스 플로우(FLOW)도곡,제과점/커피,강남구,서울특별시 강남구 남부순환로363길 16
에이치(H) 스킨케어,기타,은평구,서울특별시 은평구 진흥로 13
옛날장터치킨,음식점,마포구,서울특별시 마포구 모래내로3길 2
송담,음식점,성북구,"서울 성북구 보국문로 26,"
구기동 부엌,음식점,종로구,서울특별시 종로구 세검정로9길 78
계경순대국(청구점),음식점,중구,서울특별시 중구 다산로36나길 5
더에스이엠(THE S.E.M)수학교습소,교육/서점,영등포구,"서울 영등포구 여의대방로35가길 19,"
서명진미용실,뷰티/미용,강북구,서울  강북구  미아4동
상아학원,교육/서점,강남구,"서울 강남구 도곡로 440,"
모어댄스뮤직학원,교육/서점,송파구,서울특별시 송파구 동남로 127
더벤티( the Venti) 홍제역점,제과점/커피,서대문구,서울특별시 서대문구 통일로 472
강동아산본내과 강동아산본한의원,병원/약국,강동구,서울특별시 강동구 양재대로 1465
안경매니져,패션/잡화,동작구,서울 동작구 사당로16가길 25
씨앤아이,패션/잡화,서초구,서울 서초구 동작대로 114
명인만두 내방역점,음식점,서초구,"서울 서초구 방배로 195,"
연어에반하다,음식점,중랑구,서울특별시 중랑구 봉화산로 42
타닥,음식점,금천구,서울특별시 금천구 벚꽃로 30
헤어템,뷰티/미용,광진구,"서울 광진구 동일로20길 113,"
이태흥안경원,패션/잡화,동작구,서울 동작구 여의대방로 128
델,패션/잡화,용산구,서울 용산구 이태원로16길 2
고고수학,교육/서점,노원구,서울특별시 노원구 공릉로34길 62
교촌치킨 보문점,음식점,성북구,서울특별시 성북구 보문로 47
정릉토박이,식품,성북구,"서울 성북구 보국문로11길 34,"
햇살약국,병원/약국,강북구,서울특별시 강북구 한천로 1038
공차 을지로트윈타워점,음식점,중구,서울특별시 중구 을지로 170
사월 피어싱,패션/잡화,동작구,"서울 동작구 동작대로27길 20,"
한우와 월곡직영점,식품,성북구,서울특별시 성북구 오패산로 46
무정형(無定形),음식점,영등포구,서울특별시 영등포구 도림로143길 2
지에스(GS)25 당산금호,마트/슈퍼마켓,영등포구,서울특별시 영등포구 국회대로37길 15
이철헤어커커 양재역점,뷰티/미용,서초구,"서울 서초구 강남대로 224,"
현약국,병원/약국,금천구,서울특별시 금천구 가산디지털1로 149
씨유독산우시장점,마트/슈퍼마켓,금천구,서울 금천구 독산동 1007-3
민전산부인과의원,병원/약국,구로구,서울특별시 구로구 경인로 322
오늘수학교습소,교육/서점,노원구,서울특별시 노원구 동일로 1550
카페느루,제과점/커피,은평구,서울특별시 은평구 진흥로 50
더퍼즐,음식점,마포구,"서울 마포구 대흥로 188-1,"
푸짐한여수집,음식점,마포구,서울 마포구 노고산동 57-44
연탄생고기집 대조점,음식점,은평구,서울특별시 은평구 통일로73길 4
오페라헤어살롱,뷰티/미용,강서구,"서울 강서구 마곡중앙로 33,"
숙미용실,뷰티/미용,중구,서울 중구 퇴계로12길 60
으뜸50안경 상암DMC점,패션/잡화,마포구,서울특별시 마포구 월드컵북로 402
금천수한의원,병원/약국,금천구,"서울 금천구 독산로 347,"
주식회사 프라우드세븐,교육/서점,강남구,"서울 강남구 도곡로 418,"
훈춘양꼬치 2호점,음식점,광진구,서울특별시 광진구 아차산로34길 36
세아마라탕,음식점,마포구,"서울 마포구 백범로 68,"
현미박사누룽지,식품,노원구,서울특별시 노원구 중계로 225
미인,의류/직물,송파구,서울특별시 송파구 송파대로 567
육미쭈꾸미,음식점,종로구,서울특별시 종로구 종로9길 18
꼰대꽈배기,음식점,서대문구,서울특별시 서대문구 포방터길 31
마포웰츠약국,병원/약국,마포구,"서울 마포구 백범로 202,"
빵굼터,제과점/커피,강서구,"서울 강서구 양천로69길 58,"
퀸즈뷰티,뷰티/미용,용산구,서울특별시 용산구 한강대로 95
네일햇살,뷰티/미용,노원구,서울특별시 노원구 공릉로34길 62
신성유통,식품,양천구,서울 양천구 목동중앙로 43
모르페커피,제과점/커피,용산구,서울특별시 용산구 원효로89길 13-1
남성M커트,뷰티/미용,영등포구,서울특별시 영등포구 국회대로50길 20
무쏘 무한리필,음식점,강남구,"서울 강남구 남부순환로 2724,"
해머스미스커피 학동역점,제과점/커피,강남구,서울특별시 강남구 학동로25길 11
김명자 굴국밥,음식점,마포구,서울특별시 마포구 마포대로 63-8
공차 상일동역점,음식점,강동구,서울특별시 강동구 고덕로 399
자마이카 휘트니스,레저/스포츠,강서구,서울특별시 강서구 화곡로 161
황헤어샵,뷰티/미용,송파구,"서울 송파구 오금로 251,"
메리골드,뷰티/미용,마포구,서울특별시 마포구 독막로32길 11
대봉상사,마트/슈퍼마켓,동대문구,서울  동대문구  제기동
그리너트리(grinutri),음식점,마포구,서울특별시 마포구 월드컵북로54길 25
골든싱어 코인노래연습장,기타,성북구,서울특별시 성북구 동소문로20길 37-24
미선,음식점,동작구,서울특별시 동작구 동작대로27다길 16
틈새라면 한양대점,음식점,성동구,서울특별시 성동구 마조로 35
바벤스음악학원,교육/서점,송파구,"서울 송파구 올림픽로 145,"
꼬지사께,음식점,금천구,"서울 금천구 시흥대로122길 30,"
세븐일레븐 종로당주점,마트/슈퍼마켓,종로구,서울 종로구 새문안로3길 21
먹골로데오김밥,음식점,중랑구,서울특별시 중랑구 공릉로14길 19
경성옥(삼성점),음식점,강남구,서울특별시 강남구 역삼로 555
이선생 신림점,음식점,관악구,서울 관악구 대학6길 22
코아아카데미영어교습소,교육/서점,서초구,"서울 서초구 사평대로45길 10-25,"
파워존 낙성대점,레저/스포츠,관악구,"서울 관악구 남부순환로 1899,"
쌍문동 홈떡,음식점,도봉구,"서울 도봉구 도봉로110바길 32,"
목동테니스샵 매점,마트/슈퍼마켓,양천구,서울 양천구 목동동로 298
한우리강남개원독서토론 논술교습소,교육/서점,강남구,서울특별시 강남구 선릉로 8
정이수학교습소,교육/서점,강남구,서울특별시 강남구 개포로110길 15
장원갈비,음식점,영등포구,서울 영등포구 대방천로 177
지에스(GS)25헬리오시티2호점,마트/슈퍼마켓,송파구,서울특별시 송파구 송파대로 345
힐링스크린골프,레저/스포츠,강남구,서울특별시 강남구 도곡로 156
강남굿모닝약국,병원/약국,강남구,"서울 강남구 남부순환로 2615,"
시장에 맛 옛날통닭 아차산점,음식점,광진구,"서울 광진구 천호대로129길 16,"
소문난숯불바베큐,음식점,구로구,"서울 구로구 서해안로 2324,"
예술피자,음식점,광진구,서울특별시 광진구 뚝섬로 666
아리따움 홍제역점,뷰티/미용,서대문구,서울 서대문구 통일로 439
